name,rate,term_months,min_amount,can_replenish,currency,payout_mode
Беспомощный,16.24,6,500000,False,USD,end
Пятеро,19.57,60,50000,False,EUR,end
Монета,22.07,6,50000,True,RUB,end
Призыв,17.59,60,100000,True,EUR,end
Собеседник,19.27,60,50000,True,RUB,end
Неожиданный,17.82,12,100000,False,USD,monthly
Мусор,11.35,6,50000,False,USD,end
Ягода,22.0,6,500000,False,USD,monthly
Выраженный,10.31,6,10000,True,EUR,monthly
Кпсс,13.82,24,100000,True,EUR,monthly
Крыса,18.69,24,10000,False,USD,monthly
Трубка,19.78,12,500000,False,USD,monthly
Боец,9.76,6,500000,True,USD,monthly
Бок,15.06,36,10000,True,RUB,end
Собеседник,13.3,24,500000,True,RUB,end
Изображать,23.19,6,100000,True,USD,end
Бочок,20.09,36,50000,True,USD,end
Что,16.84,24,50000,True,RUB,end
Изредка,17.55,60,50000,False,USD,monthly
Порядок,15.86,36,100000,True,EUR,monthly
Четыре,7.25,12,10000,True,RUB,end
Добиться,24.94,12,10000,True,USD,end
Самостоятельно,12.55,36,500000,True,USD,monthly
Мучительно,15.63,12,100000,False,EUR,monthly
Остановить,19.17,24,10000,True,RUB,end
Встать,5.1,12,100000,True,EUR,monthly
Другой,10.67,36,10000,True,EUR,monthly
Собеседник,18.12,6,100000,True,RUB,end
Солнце,22.97,60,10000,True,RUB,end
Армейский,8.68,24,10000,True,USD,end
Заплакать,22.19,6,50000,True,EUR,monthly
Академик,15.22,60,50000,False,USD,end
Изба,17.35,60,100000,True,RUB,monthly
Район,18.34,6,100000,True,USD,monthly
Одиннадцать,22.83,12,10000,True,USD,end
Точно,9.62,12,50000,False,USD,end
Плод,21.9,6,500000,False,EUR,monthly
Жестокий,19.19,36,50000,True,RUB,end
Спорт,17.96,6,100000,True,USD,end
Изредка,19.25,12,100000,True,USD,end
Ярко,5.14,60,500000,False,USD,monthly
А,22.44,60,10000,False,RUB,end
Крутой,15.84,36,100000,True,EUR,end
Рабочий,8.38,12,10000,False,RUB,monthly
Цель,21.06,12,500000,True,EUR,monthly
Процесс,5.67,12,500000,True,RUB,monthly
Заложить,12.36,24,100000,False,USD,end
О,7.12,24,100000,True,RUB,monthly
Виднеться,15.25,6,500000,True,EUR,monthly
Витрина,23.17,60,10000,False,EUR,end
Темнеть,6.87,6,10000,False,RUB,end
Багровый,14.55,60,100000,True,USD,end
Избегать,13.28,6,50000,True,EUR,end
Сбросить,11.13,24,500000,True,RUB,end
Секунда,12.03,6,500000,False,RUB,monthly
Ломать,12.72,36,10000,False,USD,monthly
Триста,23.0,60,500000,False,EUR,end
Манера,12.71,36,500000,True,USD,end
Нажать,21.98,36,50000,True,RUB,end
Умолять,12.44,36,10000,False,EUR,monthly
Разводить,11.07,60,10000,False,USD,monthly
Палата,13.84,24,500000,True,USD,end
Дружно,7.4,12,500000,False,RUB,monthly
Холодно,18.62,36,100000,False,EUR,end
Беспомощный,8.39,60,500000,True,RUB,monthly
Вариант,13.26,12,500000,True,USD,end
Скользить,8.47,12,10000,True,RUB,monthly
Вчера,10.4,6,500000,True,RUB,monthly
Академик,17.58,60,500000,False,RUB,end
Художественный,5.74,24,500000,True,USD,monthly
Провал,13.88,12,500000,False,RUB,end
Недостаток,15.17,6,100000,False,RUB,monthly
Демократия,6.84,36,50000,False,USD,monthly
Жестокий,9.56,6,50000,False,EUR,end
Костер,24.48,6,100000,False,USD,monthly
Поколение,22.14,12,10000,False,EUR,monthly
Рис,9.42,36,50000,False,USD,end
Основание,23.63,24,50000,False,EUR,end
Бригада,18.85,36,50000,False,EUR,monthly
Задержать,14.14,60,500000,True,EUR,monthly
Разнообразный,21.98,12,10000,True,EUR,monthly
Вытаскивать,7.15,36,50000,True,RUB,end
Спорт,11.57,6,50000,False,RUB,end
Роса,7.02,24,100000,True,USD,monthly
Бок,17.36,60,50000,True,USD,end
Деньги,14.83,60,500000,True,RUB,end
Ботинок,21.3,24,100000,True,USD,monthly
Манера,10.13,12,50000,False,RUB,monthly
Смелый,12.86,36,10000,False,EUR,monthly
Вчера,22.61,12,500000,False,RUB,monthly
Зачем,17.7,24,500000,False,RUB,end
Академик,8.36,6,100000,False,EUR,end
Тысяча,6.61,36,100000,True,USD,end
Затянуться,22.35,6,500000,False,USD,monthly
Соответствие,21.02,24,50000,False,EUR,end
Заявление,14.52,24,10000,True,USD,monthly
Домашний,21.97,24,10000,True,EUR,monthly
Порт,7.58,12,500000,False,USD,end
Виднеться,22.68,36,500000,False,RUB,end
Еврейский,13.19,24,100000,False,USD,monthly
Заработать,13.02,12,10000,True,RUB,monthly
Тусклый,19.64,24,10000,True,RUB,monthly
Банк,9.75,12,500000,False,RUB,monthly
Вообще,23.45,60,500000,True,USD,monthly
Металл,5.93,12,100000,False,USD,monthly
Карандаш,12.71,36,500000,True,EUR,end
Правление,16.19,24,100000,False,EUR,monthly
Очутиться,7.07,6,50000,True,EUR,monthly
Полностью,14.95,6,100000,False,EUR,monthly
Командование,16.05,6,10000,False,RUB,monthly
Функция,6.36,6,10000,False,EUR,monthly
Покинуть,19.12,6,100000,False,USD,end
Сопровождаться,11.79,60,100000,True,USD,monthly
Совет,15.6,36,50000,True,RUB,end
Покинуть,12.65,24,500000,False,USD,monthly
Услать,24.54,60,500000,True,USD,monthly
Иной,9.67,24,500000,False,EUR,monthly
За,12.54,36,50000,False,RUB,monthly
Сверкающий,21.02,36,50000,True,EUR,monthly
Миллиард,8.75,36,50000,False,RUB,end
Темнеть,19.5,6,50000,False,USD,monthly
Отдел,24.73,24,500000,False,USD,end
Точно,20.3,12,10000,True,RUB,end
Вздрагивать,16.28,12,500000,True,EUR,end
Налево,16.36,60,50000,True,EUR,end
Миг,8.57,36,50000,True,USD,end
Горький,6.68,60,50000,False,USD,monthly
Беспомощный,5.8,6,100000,False,RUB,monthly
Князь,17.35,60,500000,True,USD,monthly
Единый,16.11,60,50000,False,RUB,monthly
Цель,7.19,6,100000,False,EUR,monthly
Задрать,12.94,6,50000,False,EUR,monthly
Редактор,17.72,12,50000,False,EUR,end
Багровый,21.48,24,500000,True,EUR,end
Еврейский,21.45,60,100000,False,RUB,end
Зачем,12.47,24,100000,False,EUR,monthly
Кожа,20.91,36,500000,True,RUB,monthly
Один,12.1,24,50000,False,EUR,end
Выраженный,10.65,36,500000,False,RUB,monthly
Выражаться,14.47,12,500000,True,RUB,monthly
Набор,15.6,60,100000,True,EUR,monthly
Социалистический,23.65,36,50000,False,EUR,end
Иной,20.19,12,100000,True,RUB,end
Дошлый,16.18,12,500000,False,EUR,monthly
Доставать,7.54,36,10000,False,EUR,monthly
Издали,23.59,60,100000,False,RUB,end
Трясти,11.9,6,50000,False,EUR,end
Дурацкий,21.7,36,10000,False,USD,end
Гулять,17.02,24,10000,True,EUR,monthly
Налоговый,10.34,24,50000,True,RUB,monthly
Инструкция,9.65,60,500000,False,EUR,end
Пол,22.2,36,50000,True,USD,end
Около,9.35,24,10000,True,USD,monthly
Настать,6.61,60,10000,False,USD,end
Смеяться,17.42,24,10000,False,USD,monthly
Кпсс,12.56,6,500000,False,EUR,monthly
Некоторый,15.59,6,10000,False,RUB,monthly
Наслаждение,12.59,24,100000,True,USD,monthly
Налево,13.48,36,50000,False,USD,monthly
Доставать,18.63,24,10000,False,RUB,end
Проход,8.29,36,500000,False,RUB,monthly
Присесть,8.43,24,100000,True,USD,monthly
Оставить,9.73,12,50000,True,EUR,monthly
Пасть,15.75,6,10000,False,RUB,monthly
Правый,20.74,24,10000,True,EUR,end
Мелькнуть,22.63,12,50000,False,RUB,end
Команда,18.34,36,10000,False,USD,end
Палка,17.64,12,500000,True,EUR,monthly
Художественный,9.23,24,100000,True,EUR,end
Порода,22.29,36,10000,True,RUB,monthly
Терапия,6.75,12,500000,True,RUB,end
Сбросить,11.98,36,50000,True,RUB,end
Дьявол,6.3,24,10000,True,USD,monthly
Равнодушный,9.12,60,100000,False,RUB,end
Мелочь,15.03,12,10000,False,USD,end
Трубка,14.56,60,10000,False,USD,end
Интеллектуальный,5.33,6,50000,False,EUR,monthly
Подробность,20.27,36,10000,False,RUB,end
Адвокат,22.06,24,500000,False,RUB,monthly
Сынок,18.84,12,100000,True,USD,end
Иной,8.04,6,50000,True,EUR,end
Неправда,7.31,60,50000,True,EUR,monthly
Очередной,6.59,12,500000,True,RUB,end
Покидать,8.65,24,500000,True,USD,monthly
Анализ,17.96,60,50000,False,RUB,end
Спорт,22.23,24,50000,False,RUB,end
Отъезд,17.28,60,100000,True,USD,end
Неожиданно,17.49,36,500000,False,USD,monthly
Появление,24.42,36,500000,True,RUB,end
Наткнуться,7.17,12,100000,False,RUB,monthly
Встать,12.38,6,50000,True,USD,monthly
Каюта,15.13,12,50000,True,EUR,end
Находить,10.41,24,50000,True,USD,end
Посидеть,17.07,36,10000,True,EUR,monthly
Коричневый,22.48,12,500000,True,EUR,end
Командующий,18.33,60,100000,False,EUR,end
Налево,11.1,12,100000,False,EUR,end
Князь,21.44,12,500000,False,EUR,end
Спасть,22.06,24,10000,True,USD,monthly
Сопровождаться,11.03,36,50000,True,EUR,end
Палец,5.61,36,100000,False,RUB,end
Горький,8.57,6,100000,True,RUB,monthly
Близко,6.28,60,100000,False,RUB,monthly
Пробовать,22.69,24,500000,False,EUR,monthly
Банда,8.99,24,10000,False,USD,monthly
Инструкция,9.55,6,500000,True,EUR,end
Передо,21.04,60,500000,True,RUB,end
Спасть,14.4,36,500000,True,RUB,monthly
Передо,15.47,60,100000,True,EUR,monthly
Поколение,16.09,36,10000,False,USD,end
Рай,23.48,6,10000,False,RUB,end
Прошептать,8.75,36,500000,False,RUB,end
Пасть,17.7,60,50000,False,EUR,monthly
Цвет,11.97,60,50000,True,EUR,end
Казнь,5.44,24,500000,False,RUB,monthly
Процесс,12.45,12,10000,False,RUB,monthly
Чувство,14.45,12,100000,True,USD,end
Приходить,5.29,24,500000,False,USD,end
Народ,21.65,12,100000,False,RUB,end
Важный,23.33,60,50000,False,EUR,end
Помимо,24.07,6,10000,False,RUB,end
Научить,13.46,36,500000,False,USD,end
Четыре,20.81,24,50000,True,RUB,monthly
Выраженный,19.14,60,500000,True,USD,monthly
Хлеб,8.06,36,50000,True,RUB,monthly
Приятель,19.05,36,500000,False,USD,monthly
Кузнец,5.44,36,50000,True,EUR,monthly
Потом,24.02,6,500000,False,RUB,monthly
Пересечь,9.5,24,10000,False,EUR,monthly
Предоставить,7.47,24,100000,True,USD,end
Академик,9.25,36,10000,True,USD,end
Заявление,22.47,6,100000,True,RUB,end
Рот,17.6,60,10000,False,EUR,end
Еврейский,9.32,60,50000,True,RUB,monthly
Сбросить,20.08,12,10000,False,USD,end
Военный,11.16,60,500000,True,USD,monthly
Порода,15.75,24,100000,False,EUR,end
Рис,17.86,24,10000,False,RUB,end
Один,14.96,6,100000,True,RUB,monthly
Вскакивать,17.68,6,500000,True,USD,end
Господь,24.9,6,50000,True,USD,end
Хотеть,6.46,36,50000,False,RUB,end
Совет,8.52,36,500000,True,RUB,end
Помимо,20.16,12,50000,True,EUR,monthly
Выбирать,6.47,12,100000,True,USD,monthly
Непривычный,21.03,36,500000,True,USD,monthly
Результат,19.25,36,500000,True,RUB,end
Серьезный,12.97,6,500000,True,RUB,monthly
Зато,19.52,6,10000,True,RUB,monthly
Сынок,24.22,12,500000,True,USD,end
Инвалид,24.86,6,10000,False,EUR,monthly
Угодный,14.62,12,10000,False,RUB,end
Карман,12.18,6,10000,False,USD,monthly
Ставить,21.99,12,100000,False,EUR,end
Поезд,10.55,24,50000,True,EUR,monthly
Запустить,15.33,6,500000,True,EUR,end
Манера,17.97,24,100000,True,USD,monthly
Уничтожение,11.87,12,10000,True,RUB,end
Премьера,24.24,6,100000,True,EUR,monthly
Отражение,14.77,6,10000,True,RUB,end
Деловой,7.74,24,10000,True,EUR,monthly
Коробка,7.56,6,50000,True,EUR,monthly
Еврейский,8.91,12,10000,True,RUB,end
Танцевать,19.1,24,50000,True,USD,end
Банк,15.19,60,500000,True,USD,monthly
Перебивать,8.34,24,10000,False,RUB,monthly
Хозяйка,9.77,36,50000,False,USD,end
Нервно,17.86,24,500000,True,EUR,monthly
Крыса,19.08,36,500000,False,USD,monthly
Набор,7.99,60,50000,False,RUB,monthly
Плавно,18.77,6,500000,True,EUR,monthly
Редактор,13.89,24,100000,False,RUB,monthly
Дурацкий,14.76,36,100000,False,RUB,end
Растеряться,8.57,60,10000,True,EUR,monthly
Горький,17.0,24,10000,False,EUR,end
Запретить,11.74,6,50000,False,EUR,end
Ответить,18.57,60,50000,True,USD,monthly
Монета,5.23,6,100000,True,RUB,end
Поставить,22.08,6,100000,True,EUR,monthly
Теория,5.63,36,100000,True,EUR,monthly
Важный,16.6,24,10000,False,USD,end
Запустить,21.52,36,50000,True,EUR,monthly
Приходить,19.69,24,100000,True,USD,end
Что,15.97,24,10000,False,USD,monthly
Монета,16.29,60,500000,True,EUR,monthly
Вариант,14.45,36,50000,False,EUR,end
Картинка,16.75,6,500000,False,USD,end
Мучительно,8.46,60,100000,False,RUB,monthly
Мелочь,16.69,12,10000,True,USD,monthly
Дьявол,15.56,24,500000,True,RUB,monthly
Головной,5.85,24,10000,False,USD,monthly
Ленинград,5.57,24,500000,False,EUR,monthly
Мальчишка,10.01,6,10000,True,EUR,end
Художественный,18.18,12,10000,False,EUR,end
Пересечь,22.41,12,50000,False,USD,end
Развернуться,6.15,6,50000,False,RUB,end
Интеллектуальный,19.44,12,100000,True,USD,monthly
Снимать,8.81,60,500000,False,RUB,end
Хозяйка,6.01,6,10000,True,EUR,monthly
Бетонный,7.04,36,100000,False,EUR,end
Порог,6.6,24,500000,True,RUB,end
Крутой,6.56,24,500000,False,RUB,end
Степь,10.14,36,500000,True,USD,end
Изба,5.21,36,50000,False,EUR,monthly
Мягкий,21.02,24,100000,True,EUR,end
Сынок,22.43,36,10000,True,EUR,end
Исследование,11.22,24,10000,False,USD,end
Казнь,24.94,6,500000,False,USD,end
Ныне,14.51,6,10000,True,USD,end
Выдержать,8.4,6,500000,True,EUR,monthly
Июнь,17.25,12,100000,False,EUR,monthly
Демократия,23.17,6,10000,False,RUB,end
Рай,19.0,12,50000,True,RUB,end
Четыре,24.72,36,10000,False,EUR,monthly
Ответить,9.86,12,10000,True,RUB,monthly
Конференция,6.51,60,500000,False,RUB,monthly
Выраженный,8.75,60,500000,True,EUR,end
Иной,24.84,24,50000,True,EUR,end
Плавно,11.81,24,100000,True,RUB,end
Невозможно,14.08,24,50000,False,USD,end
Головка,13.97,24,500000,False,EUR,monthly
Бетонный,6.28,60,50000,True,USD,monthly
Райком,19.34,36,500000,False,USD,monthly
Руководитель,24.06,12,50000,False,EUR,monthly
Издали,15.96,12,10000,True,EUR,end
Юный,7.96,12,500000,False,USD,monthly
Растеряться,23.34,6,50000,False,USD,monthly
Ныне,6.82,6,50000,True,RUB,end
Невыносимый,21.57,6,10000,True,EUR,monthly
Падаль,10.92,36,50000,False,USD,monthly
Помимо,14.86,36,500000,False,RUB,monthly
Штаб,24.45,6,500000,True,EUR,monthly
Лететь,5.98,12,500000,False,RUB,monthly
Решетка,13.4,12,10000,True,RUB,monthly
Каюта,13.87,6,500000,True,EUR,monthly
Казнь,10.86,12,50000,False,EUR,end
Терапия,10.49,6,50000,False,RUB,end
Важный,19.48,60,100000,False,RUB,monthly
Факультет,17.39,24,500000,True,EUR,monthly
Уничтожение,8.0,6,500000,True,EUR,monthly
Войти,24.6,6,500000,False,RUB,monthly
За,17.87,60,500000,True,EUR,monthly
Непривычный,12.21,60,10000,True,USD,end
Написать,7.61,24,100000,False,RUB,monthly
Неправда,11.8,24,500000,False,RUB,end
Медицина,15.2,24,50000,True,USD,end
Неожиданно,24.22,60,500000,False,RUB,end
Ученый,9.05,60,50000,True,RUB,monthly
Точно,12.37,36,500000,False,RUB,end
Механический,7.31,24,100000,True,EUR,monthly
Очередной,22.19,6,500000,False,USD,monthly
Полоска,21.72,12,100000,True,RUB,monthly
Мучительно,10.0,60,50000,False,RUB,end
Художественный,10.87,6,50000,False,RUB,monthly
Район,13.71,24,500000,True,EUR,end
Роскошный,20.79,60,50000,True,USD,monthly
Тюрьма,8.47,36,50000,True,EUR,monthly
Смеяться,10.85,6,500000,False,RUB,monthly
Покидать,17.22,60,10000,False,RUB,monthly
Набор,8.18,6,10000,False,RUB,end
Мусор,10.81,12,50000,True,USD,monthly
Очутиться,17.19,36,100000,True,USD,end
Инфекция,24.08,24,100000,False,EUR,end
Грудь,23.31,36,50000,False,RUB,end
Ложиться,16.35,36,50000,True,EUR,monthly
Актриса,20.64,60,500000,True,USD,monthly
Карман,24.74,6,100000,False,RUB,monthly
Означать,13.78,24,50000,True,USD,monthly
Человечек,11.66,24,500000,False,USD,monthly
Опасность,6.58,6,100000,True,EUR,end
Добиться,12.12,24,10000,False,EUR,monthly
Подробность,15.48,24,50000,True,RUB,monthly
Заявление,6.99,60,100000,False,EUR,end
Интернет,13.96,36,10000,False,RUB,monthly
Ответить,6.3,12,100000,False,RUB,end
Носок,17.78,36,500000,True,RUB,end
Покидать,11.24,6,500000,True,RUB,end
Стакан,15.25,60,50000,True,USD,monthly
Армейский,8.87,6,50000,False,USD,end
Госпожа,13.41,60,500000,False,RUB,end
Райком,24.97,60,500000,True,USD,monthly
Социалистический,15.27,6,10000,False,USD,monthly
Пространство,13.44,60,100000,True,USD,monthly
Исследование,15.04,60,500000,False,EUR,monthly
Исследование,10.17,36,50000,False,USD,end
Спалить,19.15,36,500000,False,RUB,monthly
Бегать,7.8,24,100000,True,EUR,end
Штаб,24.24,12,50000,True,USD,monthly
Бровь,15.52,60,100000,False,RUB,monthly
Появление,24.68,36,100000,True,EUR,monthly
Отражение,11.96,36,10000,True,RUB,end
Роскошный,10.2,24,500000,True,RUB,end
Войти,16.83,24,500000,True,USD,monthly
Банда,23.85,36,50000,False,USD,end
Советовать,13.01,36,100000,False,USD,end
Роса,20.43,6,500000,False,EUR,end
Инфекция,6.16,60,500000,False,USD,end
Мрачно,14.77,6,500000,False,EUR,monthly
Полоска,9.7,24,50000,True,RUB,end
Естественный,13.99,12,50000,True,EUR,end
Через,14.89,36,10000,False,EUR,end
Природа,19.99,6,50000,True,USD,monthly
Неправда,8.39,6,10000,True,RUB,monthly
Прежний,6.32,60,10000,True,RUB,monthly
Число,19.37,60,10000,False,USD,monthly
Печатать,6.14,60,500000,True,RUB,end
Неудобно,16.3,60,100000,True,USD,monthly
Слишком,13.44,6,500000,False,RUB,monthly
Сустав,6.6,6,500000,False,RUB,end
Валюта,15.85,12,50000,True,USD,monthly
Передо,15.54,6,500000,True,EUR,monthly
Заявление,15.41,24,500000,True,USD,monthly
Спичка,6.83,36,50000,False,USD,end
Поговорить,10.57,60,100000,False,USD,monthly
Премьера,18.93,12,10000,True,EUR,end
Возбуждение,11.2,36,500000,True,EUR,monthly
Желание,23.8,12,500000,False,RUB,monthly
Следовательно,17.71,12,10000,False,USD,monthly
Разводить,14.04,60,50000,True,RUB,monthly
Командир,12.91,24,50000,False,USD,monthly
Неожиданно,15.61,36,500000,True,EUR,end
Доставать,20.56,6,500000,True,EUR,monthly
Функция,10.69,24,10000,True,EUR,end
Тревога,11.29,12,50000,False,RUB,monthly
Важный,15.32,60,50000,False,EUR,monthly
Равнодушный,20.63,6,50000,False,RUB,monthly
Вздрогнуть,23.03,24,10000,False,RUB,monthly
Теория,14.37,36,10000,False,RUB,end
Дремать,9.69,24,50000,False,USD,monthly
Девка,8.9,60,500000,True,USD,monthly
Выдержать,15.23,24,100000,False,EUR,end
Спешить,20.29,24,100000,True,EUR,monthly
Деньги,12.15,24,100000,True,USD,end
Неправда,13.07,36,500000,False,EUR,end
Горький,14.81,60,10000,True,EUR,end
Ленинград,16.84,12,100000,True,USD,monthly
Природа,24.06,60,500000,True,USD,monthly
Бабочка,9.39,24,50000,False,USD,monthly
Трясти,7.05,36,50000,False,USD,end
Командир,17.36,6,100000,False,RUB,end
Монета,17.8,12,10000,False,USD,monthly
Головка,17.21,24,100000,True,RUB,monthly
Счастье,11.14,12,100000,False,EUR,monthly
Холодно,24.73,24,50000,True,USD,end
Господь,6.19,12,10000,True,EUR,monthly
Банк,23.49,12,100000,True,USD,monthly
Один,23.82,24,500000,False,RUB,end
Мера,8.18,36,100000,True,USD,end
Зарплата,14.56,24,500000,False,USD,monthly
Тута,18.84,6,500000,True,RUB,monthly
Юный,22.18,36,500000,True,USD,end
Песенка,6.85,60,50000,False,EUR,monthly
Неожиданно,24.59,24,100000,False,RUB,end
Заплакать,24.18,36,500000,True,EUR,end
Хлеб,16.96,36,50000,False,USD,end
Торговля,11.88,60,100000,True,RUB,monthly
Грудь,6.56,6,10000,False,EUR,monthly
Тяжелый,15.28,6,10000,False,RUB,end
Горький,22.59,24,500000,False,EUR,end
Собеседник,7.49,24,100000,False,USD,end
Вздрогнуть,24.02,60,500000,True,USD,monthly
Умирать,5.97,6,100000,True,USD,monthly
Господь,12.8,12,50000,True,RUB,end
Миллиард,12.52,60,100000,False,RUB,monthly
Сверкать,20.5,6,500000,False,USD,end
Оборот,24.77,24,500000,False,USD,end
Житель,22.5,36,10000,True,USD,monthly
Реклама,21.55,24,50000,True,USD,end
Рота,16.56,24,500000,False,EUR,monthly
Спалить,5.73,60,100000,False,RUB,monthly
Тревога,6.43,24,50000,True,USD,end
Триста,21.78,60,100000,False,USD,monthly
Грудь,7.37,36,100000,True,RUB,end
Скрытый,8.63,12,50000,False,RUB,end
Дорогой,7.48,6,500000,False,EUR,monthly
Единый,23.57,12,100000,True,EUR,end
Фонарик,13.23,6,500000,False,RUB,monthly
Приятель,11.38,60,500000,False,RUB,end
Мимо,15.47,6,10000,False,RUB,end
Заработать,12.06,60,10000,False,EUR,monthly
Одиннадцать,23.75,24,500000,False,EUR,monthly
Новый,14.53,12,100000,True,EUR,monthly
Развернуться,5.68,6,100000,False,EUR,end
Помимо,17.88,6,500000,False,USD,monthly
Умирать,7.38,36,100000,False,EUR,end
Скользить,17.61,12,100000,True,USD,monthly
Сустав,23.09,12,500000,False,RUB,end
Пятеро,24.2,36,500000,True,USD,monthly
Протягивать,13.47,6,50000,True,RUB,monthly
Бровь,16.71,60,500000,True,RUB,monthly
Запеть,9.52,12,500000,False,RUB,monthly
Кузнец,19.09,36,100000,True,USD,monthly
Смеяться,22.33,12,500000,False,RUB,monthly
Житель,24.77,6,50000,True,EUR,monthly
Близко,18.43,60,50000,False,USD,end
Очередной,21.52,12,100000,False,RUB,end
Спешить,8.01,12,10000,False,RUB,monthly
Головка,12.01,6,10000,True,RUB,end
Господь,22.34,12,100000,True,RUB,monthly
Премьера,24.79,60,50000,False,RUB,end
Новый,24.95,24,50000,True,EUR,monthly
Коллектив,18.04,36,500000,False,RUB,end
Даль,10.86,12,100000,False,RUB,monthly
Носок,17.13,24,50000,True,EUR,monthly
Необычный,16.51,6,100000,True,RUB,monthly
Кузнец,6.07,24,100000,False,USD,monthly
Следовательно,19.15,24,500000,False,EUR,monthly
Достоинство,9.16,24,10000,True,USD,monthly
Ложиться,9.0,6,50000,True,RUB,end
Жить,17.2,12,500000,False,RUB,monthly
Применяться,16.11,12,50000,False,EUR,end
Фонарик,21.32,6,10000,True,RUB,end
Командование,21.88,60,50000,False,EUR,end
Висеть,17.05,60,10000,True,RUB,monthly
Поезд,6.85,6,100000,False,EUR,monthly
Ставить,15.73,24,100000,False,USD,monthly
Ярко,5.98,12,500000,True,RUB,monthly
Тревога,15.27,6,50000,False,RUB,end
Июнь,7.98,36,500000,True,EUR,monthly
Цепочка,16.33,36,10000,False,RUB,monthly
Единый,24.96,12,10000,False,USD,monthly
Ручей,14.35,24,10000,True,USD,monthly
Наслаждение,9.86,60,50000,True,EUR,monthly
Да,12.2,36,10000,True,USD,end
Инструкция,7.86,12,10000,False,EUR,monthly
Пища,5.89,36,50000,True,USD,monthly
Правление,13.61,12,10000,True,RUB,monthly
Неудобно,13.74,36,100000,True,USD,monthly
Рай,18.94,60,100000,True,EUR,end
Около,11.84,12,500000,False,RUB,end
Что,7.85,60,100000,False,EUR,monthly
Некоторый,16.85,12,100000,True,USD,end
Команда,13.35,36,100000,True,RUB,end
Дурацкий,8.35,36,50000,True,EUR,monthly
Хотеть,18.68,6,100000,True,RUB,monthly
Экзамен,6.57,24,100000,True,RUB,monthly
Рассуждение,21.56,24,500000,True,EUR,monthly
Совещание,8.78,36,50000,False,RUB,end
Приходить,5.53,6,500000,False,EUR,monthly
Кольцо,20.56,24,10000,False,USD,monthly
Посидеть,7.66,60,50000,False,EUR,monthly
Четко,6.76,6,50000,True,USD,end
Близко,5.59,60,500000,False,USD,end
Банк,8.0,60,50000,True,EUR,monthly
Свежий,20.62,6,500000,True,RUB,end
Фонарик,16.88,36,500000,False,EUR,monthly
Руководитель,6.93,12,500000,True,EUR,monthly
Радость,20.5,6,50000,True,RUB,monthly
Изображать,18.47,12,500000,True,EUR,monthly
Тревога,24.77,60,10000,False,RUB,end
Еврейский,14.8,36,10000,True,EUR,end
Материя,22.54,24,10000,False,RUB,monthly
Металл,9.5,6,10000,True,EUR,monthly
Торговля,21.82,24,100000,False,RUB,end
Низкий,14.86,12,50000,True,EUR,end
Волк,14.17,12,100000,False,RUB,monthly
Светило,15.29,24,100000,False,EUR,monthly
Пропаганда,11.61,36,10000,True,USD,monthly
Увеличиваться,17.17,60,100000,False,USD,end
Приятель,19.82,60,50000,True,EUR,end
Бровь,22.38,12,100000,True,USD,end
Руководитель,22.6,36,500000,True,EUR,end
Порода,6.54,6,500000,True,USD,monthly
Мелькнуть,21.25,36,10000,True,RUB,monthly
Слишком,18.69,12,10000,False,EUR,end
Терапия,24.54,36,10000,True,EUR,end
Мгновение,17.39,60,100000,True,USD,monthly
Налево,12.53,36,100000,False,RUB,end
Умолять,11.44,12,100000,False,USD,monthly
Зеленый,12.64,36,500000,False,EUR,monthly
Сустав,16.87,6,50000,False,RUB,end
Забирать,8.27,36,10000,True,EUR,monthly
Порядок,20.35,24,10000,True,EUR,monthly
Потом,15.66,24,50000,False,RUB,end
Намерение,13.69,6,50000,True,USD,monthly
Магазин,8.21,36,10000,False,EUR,end
Домашний,19.02,12,100000,True,RUB,monthly
Угроза,24.07,6,100000,False,EUR,end
Крыса,7.91,24,50000,False,RUB,end
Построить,12.23,12,100000,False,RUB,monthly
Набор,21.42,24,500000,False,USD,end
Чем,24.73,60,100000,True,USD,monthly
Металл,6.27,12,500000,False,EUR,end
Пламя,20.66,12,10000,True,RUB,monthly
Слишком,5.83,60,50000,False,RUB,monthly
Невозможно,8.32,60,10000,False,EUR,end
Конструкция,8.05,24,10000,True,EUR,end
Отдел,11.02,12,100000,True,USD,end
Славный,23.97,36,500000,False,EUR,end
Основание,19.1,36,500000,False,EUR,end
Процесс,13.65,36,10000,False,RUB,monthly
Строительство,10.37,24,50000,False,EUR,end
Тревога,7.64,36,500000,True,RUB,monthly
Понятный,23.4,24,500000,False,EUR,monthly
Услать,13.29,12,100000,False,USD,monthly
При,12.64,12,50000,False,RUB,end
Равнодушный,11.31,60,10000,True,RUB,end
Применяться,20.96,6,100000,True,RUB,end
Умирать,7.56,60,10000,False,EUR,monthly
Художественный,19.9,60,50000,True,USD,end
Неожиданно,19.07,12,50000,False,EUR,end
Академик,13.87,24,50000,True,EUR,end
Точно,11.66,24,500000,True,EUR,monthly
Ремень,21.52,6,500000,False,USD,monthly
Пища,21.97,36,10000,True,USD,end
Аж,19.1,24,50000,True,RUB,monthly
Витрина,11.58,6,100000,False,RUB,monthly
Висеть,15.64,60,50000,False,USD,end
Головной,17.27,60,50000,False,USD,end
Экзамен,6.79,24,100000,False,USD,end
Наступать,6.14,12,10000,False,USD,end
Подробность,23.04,36,500000,False,RUB,monthly
